house_id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,cadastral_number,cadastral_registration_date,stage,built_year,exploitation_start_year,project_type,house_type,floor_count_max,floor_count_min,entrance_count,residents_count,area_total,area_residential,area_non_residential,area_common_property,area_land,monument_status,monument_document_date,monument_document_number,deterioration_total,determined_date,floor_type,wall_material,alarm_reason,alarm_reason_other,alarm_document_number,alarm_document_date,alarm_has_file,exp_name,exp_document_number,exp_document_date,exp_has_file,commission_document_number,commission_document_date,commission_has_file,further_use,decision_deadline_date,planned_resettlement_date,actual_resettlement_date,planned_demolition_date,planned_rooms_count,planned_rooms_square,planned_ppl_count,resettled_rooms_count,resettled_rooms_square,resettled_ppl_count,empty_rooms_count,empty_rooms_square,redemption_amount,planned_providing_area_square,address2,rest,rest,,
9083325,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,fae29a5f-34b7-4769-82eb-efc0ba1249df,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Весенняя,58,,,,"обл. Свердловская, г. Нижний Тагил, ул. Весенняя, д. 58",73c8cac9-bb60-444b-9d53-a2de4bb22cd9,66:56:0116003:123,10/24/2005,Выведенный из эксплуатации,1962,1962,,Многоквартирный дом,2,2,2,27,522,522,0,0,1181,Не имеется,,,,,,,Физический износ,,1190,6/7/2012,Имеется,,,,Не имеется,9,5/4/2012,Имеется,Снос,,12/31/2020,11/25/2019,12/31/2021,,,,22,"400,6",22,6,"121,4","4016,59",165,обл. Свердловская,ул. Весенняя,д. 58,,
9083333,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,fae29a5f-34b7-4769-82eb-efc0ba1249df,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Весенняя,60,,,,"обл. Свердловская, г. Нижний Тагил, ул. Весенняя, д. 60",d49e06cb-d286-41ce-a99d-13156dfd0ea2,66:56:0116003:124,10/24/2005,Эксплуатируемый,1962,1962,,Многоквартирный дом,2,2,2,33,"513,2","513,2",0,0,3276,Не имеется,,,,,,,Физический износ,,1188,6/7/2012,Имеется,,,,Не имеется,10,5/4/2012,Имеется,Снос,,12/31/2022,,12/31/2023,4,"70,7",9,12,"233,2",23,12,"209,3",,,обл. Свердловская,ул. Весенняя,д. 60,,
9083436,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,fae29a5f-34b7-4769-82eb-efc0ba1249df,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Весенняя,64,,,,"обл. Свердловская, г. Нижний Тагил, ул. Весенняя, д. 64",7028cfa5-2424-42ea-961a-cfc14bb432a5,,,Эксплуатируемый,1959,1959,,Жилой дом блокированной застройки,1,1,2,8,"75,2","75,2",,,,Не имеется,,,,,,,Физический износ,,201-ПА,2/4/2014,Имеется,"СОГУП ""Областной центр недвижимости""-""Горнозаводское бюро технической инвентаризации и регистрации недвижимости""",авг.-42,9/23/2013,Имеется,37,11/21/2013,Имеется,Снос,,11/1/2021,12/30/2020,12/1/2021,,,,4,"75,2",8,,,,,обл. Свердловская,ул. Весенняя,д. 64,,
9175361,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,7fbc8559-e031-449c-97a7-bd76d162d0f0,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Вогульская,48,,,,"обл. Свердловская, г. Нижний Тагил, ул. Вогульская, д. 48",d5a7950d-2a16-46f8-9a7a-cc3564276fbd,,12/7/2015,Эксплуатируемый,,1953,,Многоквартирный дом,2,2,1,44,"577,2","529,5",0,,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,1314-ПА,6/25/2019,Имеется,"ООО ""Проекция""  Нижний Тагил","П-652,1-ТО",1/1/2018,Имеется,10,6/4/2019,Имеется,Снос,,11/1/2026,,11/1/2027,18,"529,5",44,,,,,,,,обл. Свердловская,ул. Вогульская,д. 48,,
8317787,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,3b179c71-7ca9-4486-b99f-2b09aaee532e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Высокогорская,45/5,,,,"обл. Свердловская, г. Нижний Тагил, ул. Высокогорская, д. 45/5",c16a68bb-f9f2-fa61-a56e-386d2e04a925,66:56:0109007:23,9/10/2003,Выведенный из эксплуатации,1953,1953,,Многоквартирный дом,3,3,3,76,"1379,7","1379,7",0,0,1614,Не имеется,,,51,2/1/1998,,,Физический износ,,1546,7/8/2013,Имеется,"ООО Проектно-инвестиционная компания ""Центр качества строительства""",ЦКС-74/12-НТ,10/1/2012,Имеется,13,2/28/2013,Имеется,Снос,,12/31/2020,5/15/2020,12/31/2021,,,,52,1330,73,2,"49,7","2864,16","118,4",обл. Свердловская,ул. Высокогорская,д. 45/5,,
8317792,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,3b179c71-7ca9-4486-b99f-2b09aaee532e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Высокогорская,54/8,,,,"обл. Свердловская, г. Нижний Тагил, ул. Высокогорская, д. 54/8",4cecdf8d-5bfa-1737-5136-8e67f336c404,66:56:0109007:82,12/5/2005,Эксплуатируемый,1951,1951,,Многоквартирный дом,2,2,2,41,"885,9","751,6",0,0,2258,Не имеется,,,52,7/25/1978,,,Физический износ,,758-ПА,4/17/2014,Имеется,"ООО Проектно-инвестиционная компания ""Центр качества строительства""",ЦКС-122/13-НТ,2/19/2014,Имеется,8,3/17/2014,Имеется,Снос,,12/31/2021,,12/31/2022,3,"60,6",4,33,691,33,,,"25619,83","751,6",обл. Свердловская,ул. Высокогорская,д. 54/8,,
8317860,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,3b179c71-7ca9-4486-b99f-2b09aaee532e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Высокогорская,56,,,,"обл. Свердловская, г. Нижний Тагил, ул. Высокогорская, д. 56",2141ff5f-bfc7-4344-aa9b-c2be0b1dc145,66:56:0109007:80,12/5/2005,Эксплуатируемый,,1953,,Многоквартирный дом,2,2,2,39,494,494,0,0,1723,Не имеется,,,65,5/5/2011,,,Физический износ,,1677,7/23/2013,Имеется,"ООО Проектно-инвестиционная компания ""Центр качества строительства""",ЦКС-17/13-НТ,4/2/2013,Имеется,23,6/28/2013,Имеется,Снос,,12/31/2022,,12/31/2023,16,"334,4",26,7,"142,1",13,1,"17,5","11508,68","345,1",обл. Свердловская,ул. Высокогорская,д. 56,,
6557612,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,3b179c71-7ca9-4486-b99f-2b09aaee532e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Высокогорская,58,,,,"обл. Свердловская, г. Нижний Тагил, ул. Высокогорская, д. 58",ac02f0c2-071e-4187-9337-4d8abcc30316,66:46:0109007:70,12/5/2005,Эксплуатируемый,,1951,,Многоквартирный дом,2,2,2,34,"943,6","745,3",,,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,3010-ПА,12/6/2018,Имеется,"ЗАО ""Стройкомплекс"" г.Нижний Тагил",ТЗ-264/16-113-ПЗ,9/5/2016,Имеется,26,9/27/2018,Имеется,Снос,,11/1/2026,,12/1/2027,36,"751,9",38,,,,,,,,обл. Свердловская,ул. Высокогорская,д. 58,,
8317798,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,3b179c71-7ca9-4486-b99f-2b09aaee532e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Высокогорская,60,,,,"обл. Свердловская, г. Нижний Тагил, ул. Высокогорская, д. 60",cb6408d3-8599-47f4-94e1-d750890d0d0f,66:56:0109007:72,12/5/2005,Эксплуатируемый,1943,1943,кирпичный,Многоквартирный дом,2,1,2,39,513,513,0,0,2008,Не имеется,,,54,3/29/2002,,,Физический износ,,894-ПА,3/31/2016,Имеется,"ООО ""УТС"", г.Нижний Тагил, 2014",УТС-01/14-НТ-13-0,7/7/2014,Имеется,2,2/18/2016,Имеется,Снос,,12/31/2021,,12/31/2022,3,"62,2",5,19,403,31,2,"47,8","14731,58","432,3",обл. Свердловская,ул. Высокогорская,д. 60,,
8317803,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,3b179c71-7ca9-4486-b99f-2b09aaee532e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Высокогорская,62/34,,,,"обл. Свердловская, г. Нижний Тагил, ул. Высокогорская, д. 62/34",c149f89d-11c9-7b1b-ff24-f492c94a3fb9,66:56:0109007:69,12/5/2005,Выведенный из эксплуатации,1951,1951,,Многоквартирный дом,2,2,4,70,"1297,8","1297,8",0,0,2737,Не имеется,,,54,5/31/2011,,,Физический износ,,796,4/19/2013,Имеется,"ООО Проектно-инвестиционная компания ""Центр качества строительства""",29/12-НТ,5/3/2012,Имеется,1,1/17/2013,Имеется,Снос,,12/31/2020,10/7/2019,12/31/2021,,,,59,"1279,6",65,1,17,"2759,17","96,4",обл. Свердловская,ул. Высокогорская,д. 62/34,,
9083359,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,aeb66839-b8db-4323-829e-2f02937d85e4,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Геологов,35,,,,"обл. Свердловская, г. Нижний Тагил, ул. Геологов, д. 35",cf7c610c-8f6f-4465-bee3-4cde8d4362a9,66:56:0116003:121,10/24/2005,Эксплуатируемый,1961,1961,,Многоквартирный дом,2,2,2,45,"518,3",515,0,0,4720,Не имеется,,,,,,,Физический износ,,1061,6/6/2013,Имеется,,,,Не имеется,14,3/14/2013,Имеется,Снос,,12/31/2022,,12/31/2023,14,"260,1",20,11,198,24,3,"56,7","16501,59","503,2",обл. Свердловская,ул. Геологов,д. 35,,
9083441,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,aeb66839-b8db-4323-829e-2f02937d85e4,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Геологов,39,,,,"обл. Свердловская, г. Нижний Тагил, ул. Геологов, д. 39",2eee5aac-77b4-43f2-a2f2-1f446f9772d7,,,Выведенный из эксплуатации,1967,1967,,Жилой дом блокированной застройки,1,1,4,4,"109,6","109,6",0,0,,Не имеется,,,,,,,Физический износ,,200-ПА,2/4/2014,Имеется,"СОГУП ""Областной центр недвижимости""-Горнозаводское бюро технической инвентаризации""",0736/03/46-00,5/28/2013,Имеется,38,11/21/2013,Имеется,Снос,,11/1/2021,8/20/2020,11/1/2022,,,,2,"53,9",3,2,"55,7",,,обл. Свердловская,ул. Геологов,д. 39,,
6557455,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,bafa8515-92d3-47f1-a7a8-469750fbb358,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Горняка,33,,,,"обл. Свердловская, г. Нижний Тагил, ул. Горняка, д. 33",671afb84-ae4d-45e1-8d74-39938d39a012,66:56:0208008:44,8/15/1995,Эксплуатируемый,,1963,,Многоквартирный дом,2,2,2,30,"674,7","628,6",0,0,1586,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,1237-ПА,7/8/2020,Имеется,"ООО ""Проекция"".г.Нижний Тагил",П-740-ТО,7/1/2019,Имеется,2,6/5/2020,Имеется,Снос,,11/1/2027,,11/1/2028,28,"628,6",30,,,,,,,,обл. Свердловская,ул. Горняка,д. 33,,
8951206,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,407f3100-f1c3-4bcd-9261-61b7ecff10dd,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Дунайская,2,,,,"обл. Свердловская, г. Нижний Тагил, ул. Дунайская, д. 2",7b2b0559-9e69-46e3-8bb9-961a3d95ffa3,,,Эксплуатируемый,1968,1968,,Жилой дом блокированной застройки,1,1,1,5,"102,1","102,1",,,,Не имеется,,,,,,,Физический износ,,1219-ПА,6/27/2014,Имеется,"СОГУП "" Областной Центр недвижимости"" ""Нижнетагильское БТИ и РН""",2581,5/3/2000,Имеется,4,2/28/2014,Имеется,Снос,,11/1/2023,,11/1/2024,,,,4,"102,1",5,,,,,обл. Свердловская,ул. Дунайская,д. 2,,
6698233,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,407f3100-f1c3-4bcd-9261-61b7ecff10dd,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Дунайская,13,,,,"обл. Свердловская, г. Нижний Тагил, ул. Дунайская, д. 13",a0dbd9da-318e-40ae-9656-a8557c75a386,66:56:0502014:16,2/28/2007,Эксплуатируемый,1939,1939,,Многоквартирный дом,2,2,2,47,"569,2","561,2",0,8,1358,Не имеется,,,72,2/27/2012,,,Физический износ,,3040,12/25/2013,Имеется,,,,Не имеется,33,11/1/2013,Имеется,Снос,,12/31/2022,,12/31/2023,10,"243,1",19,14,"318,1",26,,,"16381,18","597,6",обл. Свердловская,ул. Дунайская,д. 13,,
9332630,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,342cbbe0-1fc5-4633-a29a-8f9e2606812b,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Жданова,41,,,,"обл. Свердловская, г. Нижний Тагил, ул. Жданова, д. 41",4dcb6f4d-5163-432e-8cf3-b95364016d9b,,,Эксплуатируемый,,1959,,Многоквартирный дом,1,1,2,,"73,9","73,9",,,,Не заполнено,,,,,,,Физический износ,,34-ПА,1/16/2017,Имеется,"СОГУП ""Областной Центр технической инвентаризации и регистрации недвижимости ""Свердловской области - филиал ""Горнозаводское БТИ и РН""",5-1172,9/16/2016,Имеется,15,11/7/2016,Имеется,Снос,,11/1/2023,,11/1/2024,3,"73,9",3,,,,,,,,обл. Свердловская,ул. Жданова,д. 41,,
7741110,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,d12ae6da-fdba-4750-aee2-4313cc73276f,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Забойщиков,3,,,,"обл. Свердловская, г. Нижний Тагил, ул. Забойщиков, д. 3",3bb2229a-3c8d-417c-b942-fc14d70936b0,66:56:0208007:82,7/25/2005,Эксплуатируемый,1972,1972,,Многоквартирный дом,2,2,1,10,"342,5","311,9",0,"30,6",1216,Не имеется,,,50,6/29/2012,,,Физический износ,,756-ПА,4/17/2014,Имеется,"ООО ""Проет-строй-экспертиза"" г.Шадринск,2013",043-13-ОБС,12/12/2013,Имеется,3,2/15/2014,Имеется,Снос,,12/31/2022,,12/31/2023,6,"108,9",5,6,"95,3",5,6,"107,7","9886,7","252,1",обл. Свердловская,ул. Забойщиков,д. 3,,
9175558,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,d2a863d8-3084-4dca-a4b5-d36d63b45161,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ст,Завязовская,1,,,,"обл. Свердловская, г. Нижний Тагил, ст. Завязовская, д. 1",3460ff0b-c73b-37b9-3978-11161bc74b74,,12/7/2015,Эксплуатируемый,,1959,,Многоквартирный дом,1,1,5,12,"162,5","162,5",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,147-ПА,1/25/2017,Имеется,"ОГУП """"Областной Центр недвижимости""Свердловской области филиал ""Горнозаводское БТИ и РН""",1068,8/2/2004,Имеется,26,12/6/2016,Имеется,Снос,,11/1/2024,,11/1/2025,5,"133,3",12,,,,1,"29,2",,,обл. Свердловская,ст. Завязовская,д. 1,,
9175580,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,d2a863d8-3084-4dca-a4b5-d36d63b45161,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ст,Завязовская,3,,,,"обл. Свердловская, г. Нижний Тагил, ст. Завязовская, д. 3",d9c8eb46-994d-4a1c-8756-9807efc69693,,12/7/2015,Эксплуатируемый,,1961,,Многоквартирный дом,1,1,3,,"188,3","188,3",,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,147-ПА,1/25/2017,Имеется,"СОГУП ""Областной Центр недвижимости ""Свердловской области - филиал ""Горнозаводское БТИ и РН""",1234,8/12/2004,Имеется,25,12/6/2016,Имеется,Снос,,11/1/2024,,11/1/2025,1,"35,8",1,,,,4,"152,5",,,обл. Свердловская,ст. Завязовская,д. 3,,
9175578,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,d2a863d8-3084-4dca-a4b5-d36d63b45161,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ст,Завязовская,7,,,,"обл. Свердловская, г. Нижний Тагил, ст. Завязовская, д. 7",51e31ad6-5106-4f81-a6d2-744437cdee18,,12/7/2015,Эксплуатируемый,,1959,,Многоквартирный дом,1,1,3,10,81,81,,,,Не заполнено,,,,,Не заполнено,Не заполнено,Физический износ,,147-ПА,1/25/2017,Имеется,"СОГУП ""Областной Центр технической инвентаризации и регистрации недвижимости ""Свердловской области - филиал ""Горнозаводское БТИ и РН""",5-1515,11/24/2016,Имеется,23,12/6/2016,Имеется,Снос,,11/1/2024,,11/1/2025,4,81,10,,,,,,,,обл. Свердловская,ст. Завязовская,д. 7,,
7552607,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,6d194899-8c13-44c6-b3f5-809634ca2c19,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Западная,1,,,,"обл. Свердловская, г. Нижний Тагил, ул. Западная, д. 1",8f993792-9fa1-4aa1-80b4-f85afcbe813e,,,Эксплуатируемый,1956,1956,,Многоквартирный дом,2,1,1,44,"430,5","410,5",0,20,,Не имеется,,,67,4/1/2014,,,Физический износ,,1743-ПА,8/28/2014,Имеется,,,,Не имеется,17,6/26/2014,Имеется,Снос,,12/31/2022,,12/31/2023,16,"363,6",39,2,"46,9",4,,,,,обл. Свердловская,ул. Западная,д. 1,,
7618732,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,cefce982-f79e-414d-bef7-e376b955a059,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Землячки,6,,,,"обл. Свердловская, г. Нижний Тагил, ул. Землячки, д. 6",57db7308-48a4-4e8a-9478-751a90ed2528,,11/3/2014,Эксплуатируемый,,1952,,Многоквартирный дом,2,2,2,22,"516,7","516,7",0,0,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,2650-ПА,10/23/2018,Имеется,"ООО ""Проекция"" г.Нижний Тагил","П-652,3-ТО",1/1/2018,Имеется,17,8/17/2018,Имеется,Снос,,11/1/2026,,12/1/2027,23,"516,7",23,,,,,,,,обл. Свердловская,ул. Землячки,д. 6,,
8951214,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,2dd6a3f2-c04d-4d40-9e24-e0ba8210d77e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Каспийская,8,,,,"обл. Свердловская, г. Нижний Тагил, ул. Каспийская, д. 8",914a37db-44cd-43c0-af9b-3dc1b2cef2a6,66:56:0502015:19,2/28/2007,Эксплуатируемый,,1960,,Многоквартирный дом,1,1,2,25,"305,8","272,5",0,0,1140,Не имеется,,,65,11/6/2014,,,Физический износ,,2688-ПА,10/16/2015,Имеется,,,,Не имеется,8,7/3/2015,Имеется,Снос,,12/31/2022,,12/31/2023,12,"272,5",23,,,,,,"8123,09","209,7",обл. Свердловская,ул. Каспийская,д. 8,,
8951217,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,2dd6a3f2-c04d-4d40-9e24-e0ba8210d77e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Каспийская,16,,,,"обл. Свердловская, г. Нижний Тагил, ул. Каспийская, д. 16",2846bb6f-aed0-4efc-aa1c-19fdb3ab866a,,11/3/2014,Эксплуатируемый,,1957,,Многоквартирный дом,2,2,2,41,"909,3","611,1",,,,Не имеется,,,56,8/2/2016,Не заполнено,Не заполнено,Физический износ,,148,1/25/2017,Имеется,"СОГУП ""Областной Центр недвижимости""Свердловской области  -""Горнозаводское БТИи РН""",2495/13/46-00,8/2/2016,Имеется,19,11/17/2016,Имеется,Снос,,11/1/2025,,6/1/2026,32,"908,5",41,,,,,,,,обл. Свердловская,ул. Каспийская,д. 16,,
8951218,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,2dd6a3f2-c04d-4d40-9e24-e0ba8210d77e,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Каспийская,18,,,,"обл. Свердловская, г. Нижний Тагил, ул. Каспийская, д. 18",fd63ba0c-68a4-41d3-994f-719f759dd76e,,11/3/2014,Эксплуатируемый,1958,1958,,Многоквартирный дом,2,2,2,37,"904,8","904,8",,,,Не имеется,,,52,8/25/2016,Не заполнено,Не заполнено,Физический износ,,148-ПА,1/25/2017,Имеется,"СОГУП "" Областной Центр  недвижимости""Свердловской области филиал ""Горнозаводское БТИ и РН""",2496/13/46-00,8/2/2016,Имеется,19,11/17/2016,Имеется,Снос,,11/1/2025,,6/1/2026,32,"904,8",37,,,,,,,,обл. Свердловская,ул. Каспийская,д. 18,,
9083371,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,45efc2ba-cad5-46da-970f-186347629d08,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Кирова,27,,,,"обл. Свердловская, г. Нижний Тагил, ул. Кирова, д. 27",83b8ce5a-ad0e-45f9-b683-3ea49a8a2f3e,66:56:0109010:92,3/6/2007,Эксплуатируемый,,1918,,Многоквартирный дом,2,2,3,10,"158,4","150,4",0,0,1378,Не имеется,,,,,,,Физический износ,,2182,8/29/2013,Имеется,,,,Не имеется,22,6/28/2013,Имеется,Снос,,12/31/2022,,12/31/2023,5,"150,4",10,,,,,,,,обл. Свердловская,ул. Кирова,д. 27,,
8915244,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,d4fd7af7-42fc-4c80-8b39-d36d33a994f7,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Кленовая,2,,,,"обл. Свердловская, г. Нижний Тагил, ул. Кленовая, д. 2",0bd491b8-9a7f-4ee9-9215-daef2301780c,66:56:0115001:362,7/29/2005,Выведенный из эксплуатации,1958,1958,,Многоквартирный дом,2,2,2,41,"750,6","750,6",0,0,3278,Не имеется,,,49,8/18/2000,,,Физический износ,,3041,12/25/2013,Имеется,"ООО Проектно-инвестиционная компания ""Центр качества строительства""",64/13-НТ,10/10/2013,Имеется,35,11/1/2013,Имеется,Снос,,12/31/2021,12/25/2019,12/31/2022,,,,29,"683,8",39,3,"66,8","22574,36","629,5",обл. Свердловская,ул. Кленовая,д. 2,,
9083356,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,90b1d816-a354-4ed9-b577-1eb4a7b6f7ad,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Кольцова,56,,,,"обл. Свердловская, г. Нижний Тагил, ул. Кольцова, д. 56",6ee45ea0-7749-4abe-886c-b03de4fc8e9b,,,Выведенный из эксплуатации,1949,1949,,Многоквартирный дом,1,1,2,5,"79,5","79,5",,,,Не имеется,,,,,,,Физический износ,,12,2/28/2013,Не имеется,,,,Не имеется,,,Не имеется,Снос,,12/31/2018,9/4/2018,12/31/2021,,,,5,"79,5",5,,,,,обл. Свердловская,ул. Кольцова,д. 56,,
7620168,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,09aefaa0-35c3-4b2a-9984-b74c5df12e52,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Константина Пылаева,35,,,,"обл. Свердловская, г. Нижний Тагил, ул. Константина Пылаева, д. 35",0e20241d-97ed-4bc4-b4e8-6b83cce59041,,,Выведенный из эксплуатации,1958,1958,,Многоквартирный дом,2,2,1,22,"399,7","399,7",,,,Не имеется,,,56,9/2/2004,,,Физический износ,,21,5/23/2013,Не имеется,,,,Не имеется,,,Не имеется,Снос,,11/1/2019,10/25/2018,6/1/2020,,,,18,"399,7",20,,,,,обл. Свердловская,ул. Константина Пылаева,д. 35,,
7620175,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,09aefaa0-35c3-4b2a-9984-b74c5df12e52,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Константина Пылаева,41,,,,"обл. Свердловская, г. Нижний Тагил, ул. Константина Пылаева, д. 41",e0ce6fba-ee17-4ba5-8642-529a302e53c7,,,Эксплуатируемый,1960,1960,,Многоквартирный дом,2,2,2,24,"452,6","432,6",0,20,,Не имеется,,,51,9/2/2004,,,Физический износ,,1767-ПА,9/1/2014,Имеется,"ЗАО ""НТ ГОСТ"",г.Нижний Тагил",нояб.-14,4/2/2014,Имеется,13,6/23/2014,Имеется,Снос,,12/31/2022,,12/31/2023,22,"398,5",23,,,,2,"34,1",,,обл. Свердловская,ул. Константина Пылаева,д. 41,,
8952900,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,f107d789-3e3f-4852-b23f-ee7414f7b9e2,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Космонавтов,11,,,,"обл. Свердловская, г. Нижний Тагил, ул. Космонавтов, д. 11",90eca493-c609-49c6-a6c3-636c2bd997e0,,12/7/2015,Эксплуатируемый,,1953,,Многоквартирный дом,2,2,3,,"1851,3","1346,8",,,,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,3038-ПА,12/11/2018,Имеется,"ООО ""Проекция"", г.Нижний Тагил",П-652.2.-ТО,1/1/2018,Имеется,24,9/13/2018,Имеется,Снос,,11/1/2026,,12/1/2027,27,"739,2",45,,,,1,"27,6",,,обл. Свердловская,ул. Космонавтов,д. 11,,
8951225,92b30014-4d52-4e2e-892d-928142b924bf,,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,5daea18b-ba0e-438f-b167-a19b2a7ee810,обл,Свердловская,,г. Нижний Тагил,г,Нижний Тагил,ул,Крымская,26,,,,"обл. Свердловская, г. Нижний Тагил, ул. Крымская, д. 26",938742f7-8e97-4a23-9ab1-cf3cc12e6647,66:56:0502014:34,2/28/2007,Эксплуатируемый,1941,1941,,Многоквартирный дом,2,2,2,53,"577,5",552,0,"25,5",2276,Не имеется,,,65,3/14/1995,,,Физический износ,,1086,6/17/2013,Имеется,,,,Не имеется,17,3/15/2013,Имеется,Снос,,12/31/2022,,12/31/2023,2,"25,2",2,22,"508,9",51,1,"17,9","15293,26","562,9",обл. Свердловская,ул. Крымская,д. 26,,
